Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
2608,43,女性,30代,名護市,娯楽業,,とても思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,とても思う,やや思う,あまり思わない,あまり思わない,まったく思わない,あまり思わない,やや思う,どちらでもない,とても思う,とても思う,とても思う,とても思う,とても思う,やや思う,やや思う,あまり思わない,どちらでもない,あまり思わない,どちらでもない,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,5,5,どちらでもない,,,,2025-12-10 18:44:44
2611,44,男性,50代,名護市,その他,獣医師,どちらでもない,やや思う,どちらでもない,とても思う,やや思う,あまり思わない,あまり思わない,やや思う,やや思う,とても思う,やや思う,まったく思わない,どちらでもない,あまり思わない,やや思う,とても思う,どちらでもない,やや思う,どちらでもない,とても思う,どちらでもない,やや思う,やや思う,どちらでもない,どちらでもない,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,1,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ",1,1,0,1,0,0,,"自然の景観・体験,地元の料理",1,1,0,0,0,0,0,,8,7,満足,自然の豊かさ,自然の豊かさ,観光客やインバウンドを目当てにした観光産業はいずれ衰退することは明らかであるため、それらに依存しないものを生み出すべきである。,2025-12-11 6:49:30
2615,45,女性,40代,名護市,学術研究、専門、技術サービス業,,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,どちらでもない,どちらでもない,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,とても思う,とても思う,やや思う,どちらでもない,やや思う,どちらでもない,あまり思わない,どちらでもない,やや思う,あまり思わない,"来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,0,1,1,1,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄",1,1,0,1,1,0,,"自然の景観・体験,地域産品・お土産,伝統・文化",1,0,1,1,0,0,0,,6,6,どちらでもない,,,,2025-12-11 8:32:32
2617,46,女性,40代,名護市,その他,設備関連,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,あまり思わない,やや思う,やや思う,あまり思わない,あまり思わない,まったく思わない,やや思う,まったく思わない,やや思う,とても思う,あまり思わない,あまり思わない,あまり思わない,やや思う,まったく思わない,まったく思わない,どちらでもない,まったく思わない,どちらでもない,"来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,0,1,1,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,7,5,どちらでもない,,,,2025-12-11 9:06:15
2618,47,男性,40代,今帰仁村,その他,観光業,やや思う,やや思う,やや思う,やや思う,あまり思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,やや思う,まったく思わない,やや思う,やや思う,まったく思わない,やや思う,とても思う,まったく思わない,やや思う,やや思う,あまり思わない,あまり思わない,やや思う,まったく思わない,とても思う,とても思う,"延べ宿泊者数,来訪者満足度,住民満足度,地域への経済波及効果",0,0,1,1,0,1,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,伝統・文化,お祭り・イベント,地域住民との交流",1,1,0,1,1,1,0,,10,7,大変満足,"豊かな自然と人の良さ、各地に根付いた伝統や文化であると感じている。

",,,2025-12-11 9:10:37
2619,48,男性,30代,名護市,その他,公園管理等,やや思う,やや思う,やや思う,やや思う,とても思う,あまり思わない,あまり思わない,やや思う,やや思う,やや思う,やや思う,あまり思わない,やや思う,まったく思わない,やや思う,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,まったく思わない,あまり思わない,あまり思わない,"来訪者の消費額,延べ宿泊者数,来訪者満足度,住民満足度,地域への経済波及効果,活動実績",1,0,1,1,0,1,1,1,0,,0,豊かな自然景観,1,0,0,0,0,0,,"自然の景観・体験,お祭り・イベント",1,0,0,0,1,0,0,,7,8,どちらでもない,,,,2025-12-11 9:17:35
2620,49,男性,40代,名護市,学術研究、専門、技術サービス業,,とても思う,とても思う,とても思う,とても思う,どちらでもない,やや思う,どちらでもない,やや思う,やや思う,やや思う,どちらでもない,あまり思わない,やや思う,まったく思わない,やや思う,とても思う,やや思う,あまり思わない,やや思う,どちらでもない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,"来訪者の消費額,延べ宿泊者数,来訪者満足度,リピーター率,地域への経済波及効果",1,0,1,1,1,0,1,0,0,,0,"豊かな自然景観,地元の食文化",1,1,0,0,0,0,,"自然の景観・体験,地域産品・お土産",1,0,1,0,0,0,0,,8,8,不満,,,"持続可能な観光地として存続させるための長期的ビジョンが見えない。自然遺産に登録されているのにもかかわらず、生かされていない、知られていない（地元に）と感じます。まずは地元のやんばるの人々が自分の近くにある自然や文化、環境などに感動し、学べる、体験できる仕組みを作るとよいと思う。現在もあるかも知れないが、普通に生活しているとまったくその情報は入ってこないです。
一度でも「感動」を知ることができれば、観光へ来る方、検討している方への情報提供をしたくなる「わかちあい」と考えます。",2025-12-11 9:34:16
2621,50,男性,30代,名護市,教育、学習支援業,,どちらでもない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,あまり思わない,あまり思わない,"来訪者の消費額,来訪者の消費単価,リピーター率,住民満足度,地域への経済波及効果",1,1,0,0,1,1,1,0,0,,0,のんびりとした時間の流れ,0,0,0,1,0,0,,地域産品・お土産,0,0,1,0,0,0,0,,5,5,大変不満,,,やんばる地域の特徴の一つとして、固有の自然と人の暮らしが非常に近い、というところが上げられる思います。観光産業を持続可能にするためには、過疎化が進む地域の住環境や景観の維持、農林水産業の担い手の確保、教育や機会格差の是正、といった分野への投資が不可欠です。,2025-12-11 10:27:11
2624,51,男性,30代,今帰仁村,その他,施設管理業務,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,あまり思わない,やや思う,あまり思わない,とても思う,やや思う,どちらでもない,どちらでもない,あまり思わない,やや思う,どちらでもない,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,地域への経済波及効果",1,1,1,1,1,0,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ",1,1,0,1,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,5,5,不満,,,,2025-12-11 11:19:49
2625,52,男性,40代,伊平屋村,公務,,やや思う,やや思う,やや思う,やや思う,やや思う,とても思う,どちらでもない,やや思う,あまり思わない,どちらでもない,まったく思わない,どちらでもない,どちらでもない,やや思う,やや思う,あまり思わない,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,あまり思わない,"来訪者の消費額,来訪者の消費単価,来訪者満足度,地域への経済波及効果",1,1,0,1,0,0,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ,地域住民の人柄",1,0,0,1,1,0,,"自然の景観・体験,お祭り・イベント",1,0,0,0,1,0,0,,6,6,どちらでもない,,辺境地を押し出し、観光PRしていくべき,,2025-12-11 11:20:19
2633,53,男性,30代,名護市,学術研究、専門、技術サービス業,,やや思う,あまり思わない,あまり思わない,あまり思わない,とても思う,まったく思わない,まったく思わない,まったく思わない,とても思う,まったく思わない,まったく思わない,どちらでもない,あまり思わない,まったく思わない,やや思う,とても思う,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,まったく思わない,まったく思わない,まったく思わない,まったく思わない,特になし,0,0,0,0,0,0,0,0,0,,1,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄,その他",1,1,1,1,1,1,生物多様性の豊かさ,"地元の料理,地域産品・お土産",0,1,1,0,0,0,0,,7,5,大変不満,,野生生物との交通事故に最大限の注意を払ってほしい。なるべくやんばるに行かないでほしい。,本部町から名護に入る道が渋滞する,2025-12-11 12:19:28
2639,54,男性,30代,宜野座村,その他,観光業,とても思う,どちらでもない,どちらでもない,どちらでもない,とても思う,とても思う,まったく思わない,どちらでもない,やや思う,あまり思わない,やや思う,まったく思わない,やや思う,まったく思わない,とても思う,あまり思わない,あまり思わない,まったく思わない,まったく思わない,どちらでもない,まったく思わない,やや思う,まったく思わない,まったく思わない,まったく思わない,"来訪者の消費単価,延べ宿泊者数,住民満足度,地域への経済波及効果",0,1,1,0,0,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産",1,1,1,0,0,0,0,,5,5,どちらでもない,,,"観光客の誘客と同時に交通サービスの拡充や道路などインフラ整備を同時に実施してほしい。
世界自然遺産等の観光利用は富士山などで発生したゴミ問題などの課題を踏まえ体制を整備したうえで誘客してほしい",2025-12-11 13:46:03
2647,55,女性,40代,名護市,その他,公園管理,とても思う,やや思う,やや思う,やや思う,やや思う,あまり思わない,やや思う,やや思う,やや思う,あまり思わない,あまり思わない,あまり思わない,やや思う,あまり思わない,やや思う,とても思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,あまり思わない,やや思う,やや思う,"来訪者の消費単価,来訪者満足度,住民満足度,地域への経済波及効果",0,1,0,1,0,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ,地域住民の人柄",1,0,0,1,1,0,,"自然の景観・体験,伝統・文化,お祭り・イベント",1,0,0,1,1,0,0,,9,7,満足,豊かな自然と豊年祭などの伝統文化,多様な自然と豊年祭などの伝統文化,やんばるの観光は都市部にはない田舎の観光だと思う。なので、都市部にあるものは必要ない。都市部に惹かれる人が来ると問題が起こりそうで怖い。,2025-12-11 17:11:14
2651,56,男性,30代,本部町,その他,観光施設,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,どちらでもない,やや思う,やや思う,どちらでもない,とても思う,あまり思わない,やや思う,とても思う,とても思う,とても思う,とても思う,とても思う,やや思う,やや思う,やや思う,やや思う,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績,その他",1,1,1,1,1,1,1,1,1,交通手段の充実とその進捗具合（過去と比べてどのくらいの交通手段が充実されていて、どのくらいの利用者（北部地域への来訪者）があったか、また今後どのように展開していく予定なのか）,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄",1,1,0,1,1,0,,その他,0,0,0,0,0,0,1,"豊かな自然の中に身を置くことで、沖縄を観光する中でモノを消費するだけではなくそこで""時間を過ごす""ことに楽しさを見出してほしい。人生が豊かになる。",7,8,満足,いつ見ても綺麗な海。そこに落ちる夕陽。夜は星がいっぱいの夜空。,やんばるに住むくらいやんばるを好きになってください。美ら海水族館だけじゃないですよ。,立地の良い場所に資本を持つ事業者がホテル開発を行うケースが目立つ。ホテルはあくまでも一過性の滞在でしかなく、恒久的に地域経済へ影響を与えるものではない。理想はやんばる地域の住人が増え、観光客のみでなく地域の人で経済が回るようになってほしい。やんばる地域の経済力+観光客の経済力が合わさったかたちこそが理想的な姿だと思う。もっとやんばる地域に人が増えるべき。,2025-12-11 19:16:32
2659,57,女性,40代,本部町,その他,観光業,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,あまり思わない,どちらでもない,やや思う,やや思う,やや思う,あまり思わない,やや思う,あまり思わない,どちらでもない,とても思う,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,住民満足度,0,0,0,0,0,1,0,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ,地域住民の人柄",1,0,0,1,1,0,,"地元の料理,地域産品・お土産,お祭り・イベント",0,1,1,0,1,0,0,,7,8,どちらでもない,,,"観光客が増えるのは良いことだと思いますが、自然環境への影響が心配です。
山原の自然を守りながら、観光客の誘致にもつながればと思います。
観光客が増えると、特に、外国からの観光客によって外来種が持ち込まれ、生態系が変わる可能性がある。いなくなる恐れがある。それだけはどうしても避けたいと強く思います。",2025-12-12 10:01:33
2666,58,女性,40代,名護市,学術研究、専門、技術サービス業,,あまり思わない,あまり思わない,あまり思わない,やや思う,あまり思わない,まったく思わない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,やや思う,あまり思わない,あまり思わない,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,リピーター率,地域への経済波及効果",1,1,1,0,1,0,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化",1,1,1,0,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント",1,1,1,1,1,0,0,,8,6,大変不満,公立学校に通う小中学校生が地域の方たちと連携した授業プログラムを受講できること。,安っぽい観光PRではなく、世界自然遺産に登録されたやんばる地域の生態系、環境、文化的景観についての説明、保全のためにどのように取り組んでいるのか具体的に伝えてほしい。,"沿岸域の環境を汚染しないために、下水道を早急に整えること。また、海岸を占有するホテル・リゾートの建設、私有地化は反対する。
辺野古の米軍基地の建設が今後も続き、現在のように台湾有事の危険性が高まると、観光振興は難しいと思う。基地建設に伴い、景観はとても悪くなっている。大型工事車両が地域を走行するのが常態となっており、道路・環境状態、景観に関してかなりマイナス印象を与える。",2025-12-12 11:31:12
2668,59,男性,50代,名護市,生活関連サービス業,,とても思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,やや思う,やや思う,あまり思わない,あまり思わない,どちらでもない,やや思う,あまり思わない,やや思う,とても思う,どちらでもない,やや思う,とても思う,とても思う,どちらでもない,あまり思わない,どちらでもない,やや思う,やや思う,"来訪者の消費額,来訪者の消費単価,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",1,1,0,1,1,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,5,4,どちらでもない,,,,2025-12-12 12:16:25
2672,60,男性,40代,大宜味村,お仕事をされていない,,あまり思わない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,どちらでもない,まったく思わない,まったく思わない,あまり思わない,やや思う,あまり思わない,まったく思わない,やや思う,あまり思わない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,まったく思わない,特になし,0,0,0,0,0,0,0,0,0,,1,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地域住民との交流",1,0,0,0,0,1,0,,9,9,どちらでもない,,,,2025-12-12 13:38:11
2688,61,女性,60代,名護市,学術研究、専門、技術サービス業,,とても思う,やや思う,やや思う,とても思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,やや思う,あまり思わない,どちらでもない,とても思う,とても思う,とても思う,やや思う,とても思う,あまり思わない,あまり思わない,あまり思わない,どちらでもない,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",1,1,1,1,1,1,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,伝統・文化,お祭り・イベント,地域住民との交流",1,1,0,1,1,1,0,,8,8,満足,移住者の為、まだ居住している期間は短いが、美ら海水族館をはじめ自然の美しさは誇りに思っている。やんばるの国頭村などはまだ行ったことが無いので行ってみたい。名護市は家賃が高い割には都会とも言い切れず、中途半端な印象。,亜熱帯地方独自の植物の面白さ。海だけではなくマングローブ林のカヌー体験や果物が豊富なので、バナナやパパイヤ、マンゴーなど味わってほしい。,"バナナやパパイヤ、マンゴーなどフルーツ狩りを体験したい。
名護市にカルディ、ニトリ、映画館には参入してほしい。
新幹線をなら那覇→名護間１５分から２０分で行けるのでは？",2025-12-12 17:27:42
2689,62,女性,60代,今帰仁村,医療、福祉,,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,あまり思わない,やや思う,あまり思わない,やや思う,まったく思わない,あまり思わない,まったく思わない,やや思う,やや思う,どちらでもない,とても思う,どちらでもない,とても思う,あまり思わない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,"延べ宿泊者数,来訪者満足度,リピーター率,住民満足度",0,0,1,1,1,1,0,0,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ",1,0,1,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,8,9,どちらでもない,"・今帰仁城
・海洋博公園・沖縄美ら海水族館
・緋寒桜
・古宇利島・伊是名・伊平屋島の伝説
・伊江島タッチュウ（沖縄戦歴史）
・辺戸岬までの村民が大切にしている文化
・今帰仁野菜",上記同様,"海洋博公園前または水族館前にバスターミナル
名護市内⇄本部町モノレール
北部に飛行場",2025-12-12 17:41:01
2770,63,女性,50代,今帰仁村,娯楽業,,やや思う,とても思う,とても思う,とても思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,とても思う,やや思う,やや思う,とても思う,どちらでもない,やや思う,とても思う,とても思う,やや思う,やや思う,どちらでもない,とても思う,やや思う,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,"豊かな自然景観,地元の食文化,地域住民の人柄",1,1,0,0,1,0,,"自然の景観・体験,地元の料理,伝統・文化,お祭り・イベント,地域住民との交流",1,1,0,1,1,1,0,,8,8,満足,北山城　海　食文化,ルールやマナーを遵守してほしいです。,,2025-12-14 14:28:35
2772,64,男性,40代,名護市,その他,観光業,どちらでもない,やや思う,どちらでもない,どちらでもない,とても思う,あまり思わない,どちらでもない,まったく思わない,やや思う,やや思う,あまり思わない,どちらでもない,とても思う,あまり思わない,やや思う,とても思う,やや思う,あまり思わない,あまり思わない,やや思う,どちらでもない,やや思う,あまり思わない,どちらでもない,あまり思わない,"来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,0,1,1,1,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント,地域住民との交流",1,1,1,1,1,1,0,,5,4,不満,,,,2025-12-14 15:09:18
2783,65,女性,30代,名護市,学術研究、専門、技術サービス業,,やや思う,やや思う,やや思う,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,やや思う,あまり思わない,あまり思わない,やや思う,あまり思わない,あまり思わない,やや思う,あまり思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,やや思う,あまり思わない,あまり思わない,あまり思わない,"来訪者の消費単価,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",0,1,0,1,1,1,1,1,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産",1,1,1,0,0,0,0,,5,5,不満,,,北部の空港跡地を再利用し、内地からの飛行機を発着させてほしい。主要道路の混雑緩和ややんばる地域への滞在が増えることに繋がり、移動時間の短縮によって消費金額も増えて、地元への還元も大きくなるのではないかと思う。,2025-12-14 17:05:20
2827,66,男性,40代,名護市,建設業,,やや思う,やや思う,やや思う,やや思う,あまり思わない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,どちらでもない,やや思う,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,住民満足度,0,0,0,0,0,1,0,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,"自然の景観・体験,地域産品・お土産,お祭り・イベント",1,0,1,0,1,0,0,,5,5,どちらでもない,,,,2025-12-15 17:05:39
2832,67,男性,50代,名護市,宿泊業,,まったく思わない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,とても思う,どちらでもない,とても思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,とても思う,どちらでもない,どちらでもない,どちらでもない,"来訪者満足度,リピーター率,活動実績,特になし",0,0,0,1,1,0,0,1,0,,1,その他,0,0,0,0,0,1,現状の自然を認識できている住民はいますか？,その他,0,0,0,0,0,0,1,無し,3,2,どちらでもない,,,観光産業とは、産業そのもので、外貨収入という側面も持っているものだと思います。山を観光産業の中心とするのであれば、その専門性や過去の歴史・文化について、教えていただけますか。,2025-12-15 20:49:01
2833,68,男性,40代,名護市,情報通信業,,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,やや思う,やや思う,まったく思わない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,どちらでもない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,その他,0,0,0,0,0,0,0,0,1,環境へのダメージ,0,"豊かな自然景観,のんびりとした時間の流れ,地域住民の人柄",1,0,0,1,1,0,,自然の景観・体験,1,0,0,0,0,0,0,,10,9,大変不満,,,環境へのダメージがあり持続可能ではない。やんばる観光税の導入により、自然環境の保全に努め、持続可能なものにすべき,2025-12-16 0:43:42
2836,69,男性,50代,名護市,建設業,,あまり思わない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,やや思う,どちらでもない,やや思う,あまり思わない,どちらでもない,どちらでもない,やや思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,5,5,どちらでもない,海・山,海・山,,2025-12-16 8:01:50
2837,70,男性,50代,名護市,公務,,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,やや思う,とても思う,やや思う,どちらでもない,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,来訪者の消費単価,0,1,0,0,0,0,0,0,0,,0,"地元の食文化,のんびりとした時間の流れ",0,1,0,1,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産",1,1,1,0,0,0,0,,7,7,満足,,,,2025-12-16 8:09:22
2838,71,女性,40代,名護市,その他,事務職,あまり思わない,まったく思わない,まったく思わない,やや思う,あまり思わない,まったく思わない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,やや思う,まったく思わない,まったく思わない,まったく思わない,どちらでもない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,まったく思わない,"来訪者の消費額,来訪者の消費単価,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,0,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,自然の景観・体験,1,0,0,0,0,0,0,,5,5,どちらでもない,海、山、伝統行事,"やんばるの、ゆったりと流れる時間、自然の海や星空が魅力ですが、ホテルができると人工物の明かりが増えて、星が見えにくくなります。
観光客が増えると、地元の癒しの海が荒らされます。そう考えると、魅力は伝えたくないです。",やんばるの自然はいじらずに、それを魅力として、場所を選んで観光誘致をしてほしい。観光発展していくのはいいが、都会と変わらない物をつくってしまったら、どこへ行っても同じだと思う。その土地に必要なインフラ整備、環境つくりをお願いしたいです、観光も大事だけど、地元の人が暮らしやすい名護市をお願いします。,2025-12-16 9:32:26
